preusuel,dpt,decade,nombre,total_births,rate_per_10k
PASCAL,93,2020,3,41428,0.72
PASCAL,94,1960,509,31016,164.11
PASCAL,94,1970,1048,163282,64.18
PASCAL,94,1980,227,162231,13.99
PASCAL,94,1990,47,141691,3.32
PASCAL,94,2000,11,133059,0.83
PASCAL,94,2010,3,141081,0.21
PASCAL,95,1960,337,20039,168.17
PASCAL,95,1970,704,103858,67.78
PASCAL,95,1980,191,122640,15.57
PASCAL,95,1990,52,126609,4.11
PASCAL,95,2000,17,137417,1.24
PASCAL,95,2010,3,133740,0.22
PASCAL,971,1900,41,29569,13.87
PASCAL,971,1910,46,32007,14.37
PASCAL,971,1920,46,37789,12.17
PASCAL,971,1930,66,39369,16.76
PASCAL,971,1940,50,51619,9.69
PASCAL,971,1950,62,75544,8.21
PASCAL,971,1960,505,89835,56.21
PASCAL,971,1970,807,67547,119.47
PASCAL,971,1980,175,50633,34.56
PASCAL,971,1990,42,46877,8.96
PASCAL,971,2000,12,34265,3.5
PASCAL,972,1900,77,37835,20.35
PASCAL,972,1910,81,39139,20.7
PASCAL,972,1920,62,43913,14.12
PASCAL,972,1930,52,48309,10.76
PASCAL,972,1940,41,57075,7.18
PASCAL,972,1950,38,84939,4.47
PASCAL,972,1960,214,90549,23.63
PASCAL,972,1970,495,60687,81.57
PASCAL,972,1980,196,45399,43.17
PASCAL,972,1990,54,41425,13.04
PASCAL,972,2000,12,30274,3.96
PASCAL,973,1940,3,2945,10.19
PASCAL,973,1960,30,8004,37.48
PASCAL,973,1970,88,9490,92.73
PASCAL,973,1980,82,12202,67.2
PASCAL,973,1990,82,20705,39.6
PASCAL,973,2000,31,22242,13.94
PASCAL,973,2010,4,19007,2.1
PASCAL,973,2020,3,6753,4.44
PASCAL,974,1900,3,45650,0.66
PASCAL,974,1910,3,52847,0.57
PASCAL,974,1950,49,124849,3.92
PASCAL,974,1960,724,147268,49.16
PASCAL,974,1970,955,118128,80.84
PASCAL,974,1980,277,111751,24.79
PASCAL,974,1990,73,111940,6.52
PASCAL,974,2000,21,107732,1.95
PASCAL,974,2010,3,87926,0.34
PATRICK,01,1940,67,46636,14.37
PATRICK,01,1950,868,46328,187.36
PATRICK,01,1960,903,42903,210.47
PATRICK,01,1970,156,35295,44.2
PATRICK,01,1980,30,31058,9.66
PATRICK,02,1940,331,80002,41.37
PATRICK,02,1950,2621,104861,249.95
PATRICK,02,1960,1468,95635,153.5
PATRICK,02,1970,230,77785,29.57
PATRICK,02,1980,45,70483,6.38
PATRICK,02,1990,12,59153,2.03
PATRICK,03,1940,151,54894,27.51
PATRICK,03,1950,1306,58868,221.85
PATRICK,03,1960,1148,56050,204.82
PATRICK,03,1970,208,46184,45.04
PATRICK,03,1980,23,37228,6.18
PATRICK,03,1990,5,31678,1.58
PATRICK,04,1940,18,10419,17.28
PATRICK,04,1950,251,10254,244.78
PATRICK,04,1960,243,12411,195.79
PATRICK,04,1970,76,8949,84.93
PATRICK,04,1980,10,7781,12.85
PATRICK,05,1940,19,13024,14.59
PATRICK,05,1950,283,12889,219.57
PATRICK,05,1960,271,12801,211.7
PATRICK,05,1970,63,9865,63.86
PATRICK,05,1980,10,9977,10.02
PATRICK,06,1940,324,53884,60.13
PATRICK,06,1950,1424,57861,246.11
PATRICK,06,1960,1500,75290,199.23
PATRICK,06,1970,487,73155,66.57
PATRICK,06,1980,160,88391,18.1
PATRICK,06,1990,53,94344,5.62
PATRICK,06,2000,14,93641,1.5
PATRICK,06,2010,7,90303,0.78
PATRICK,07,1940,39,38930,10.02
PATRICK,07,1950,431,35165,122.57
PATRICK,07,1960,459,28930,158.66
PATRICK,07,1970,115,21484,53.53
PATRICK,07,1980,19,21335,8.91
PATRICK,08,1940,103,41117,25.05
PATRICK,08,1950,1494,60617,246.47
PATRICK,08,1960,774,57103,135.54
PATRICK,08,1970,100,42072,23.77
PATRICK,08,1980,14,35658,3.93
PATRICK,08,1990,6,27523,2.18
PATRICK,09,1940,29,17154,16.91
PATRICK,09,1950,274,17993,152.28
PATRICK,09,1960,389,15090,257.79
PATRICK,09,1970,116,9737,119.13
PATRICK,09,1980,17,8084,21.03
PATRICK,10,1940,159,38595,41.2
PATRICK,10,1950,1241,45569,272.33
PATRICK,10,1960,640,44319,144.41
PATRICK,10,1970,122,37816,32.26
PATRICK,10,1980,36,31686,11.36
PATRICK,11,1940,41,37003,11.08
PATRICK,11,1950,527,36936,142.68
PATRICK,11,1960,546,34279,159.28
PATRICK,11,1970,178,26695,66.68
PATRICK,11,1980,29,25234,11.49
PATRICK,11,1990,9,23387,3.85
PATRICK,11,2000,8,23020,3.48
PATRICK,12,1940,25,44481,5.62
PATRICK,12,1950,564,44695,126.19
PATRICK,12,1960,743,37676,197.21
PATRICK,12,1970,185,28337,65.29
PATRICK,12,1980,24,22051,10.88
PATRICK,13,1930,14,113354,1.24
PATRICK,13,1940,456,141405,32.25
PATRICK,13,1950,3906,168780,231.43
PATRICK,13,1960,4231,207674,203.73
PATRICK,13,1970,1324,202326,65.44
PATRICK,13,1980,368,210950,17.44
PATRICK,13,1990,93,198767,4.68
PATRICK,13,2000,21,207191,1.01
PATRICK,13,2010,3,210449,0.14
PATRICK,14,1940,370,77375,47.82
PATRICK,14,1950,2524,101260,249.26
PATRICK,14,1960,1380,97129,142.08
PATRICK,14,1970,216,91882,23.51
PATRICK,14,1980,49,86843,5.64
PATRICK,14,1990,5,75723,0.66
PATRICK,15,1940,25,29385,8.51
PATRICK,15,1950,289,31381,92.09
PATRICK,15,1960,553,26568,208.15
PATRICK,15,1970,162,20647,78.46
PATRICK,15,1980,18,15828,11.37
PATRICK,16,1930,4,42051,0.95
PATRICK,16,1940,227,47665,47.62
PATRICK,16,1950,1505,56085,268.34
PATRICK,16,1960,945,52889,178.68
PATRICK,16,1970,167,42963,38.87
PATRICK,16,1980,20,35969,5.56
PATRICK,17,1930,6,58097,1.03
PATRICK,17,1940,348,67715,51.39
PATRICK,17,1950,2426,86420,280.72
PATRICK,17,1960,1341,76217,175.94
PATRICK,17,1970,184,61774,29.79
PATRICK,17,1980,27,53359,5.06
PATRICK,17,1990,3,45775,0.66
PATRICK,18,1940,146,39999,36.5
PATRICK,18,1950,1185,43208,274.25
PATRICK,18,1960,587,38186,153.72
PATRICK,18,1970,115,30639,37.53
PATRICK,18,1980,7,24437,2.86
PATRICK,19,1940,75,34013,22.05
PATRICK,19,1950,585,35060,166.86
PATRICK,19,1960,634,30060,210.91
PATRICK,19,1970,169,25308,66.78
PATRICK,19,1980,31,21480,14.43
PATRICK,20,1940,12,27151,4.42
PATRICK,20,1950,171,25320,67.54
PATRICK,20,1960,353,24160,146.11
PATRICK,20,1970,152,21073,72.13
PATRICK,20,1980,49,21400,22.9
PATRICK,20,1990,41,18967,21.62
PATRICK,20,2000,6,18053,3.32
PATRICK,21,1930,3,45388,0.66
PATRICK,21,1940,189,55753,33.9
PATRICK,21,1950,1837,68195,269.37
PATRICK,21,1960,1159,69560,166.62
PATRICK,21,1970,232,65725,35.3
PATRICK,21,1980,42,60902,6.9
PATRICK,22,1930,7,83855,0.83
PATRICK,22,1940,359,87266,41.14
PATRICK,22,1950,1605,90694,176.97
PATRICK,22,1960,1136,77893,145.84
PATRICK,22,1970,234,67921,34.45
PATRICK,22,1980,30,58761,5.11
PATRICK,23,1940,21,22157,9.48
PATRICK,23,1950,310,21836,141.97
PATRICK,23,1960,386,15649,246.66
PATRICK,23,1970,69,9950,69.35
PATRICK,23,1980,7,5643,12.4
PATRICK,24,1940,196,58180,33.69
PATRICK,24,1950,1255,56855,220.74
PATRICK,24,1960,997,45303,220.07
PATRICK,24,1970,160,33311,48.03
PATRICK,24,1980,36,28006,12.85
PATRICK,24,1990,3,23198,1.29
PATRICK,25,1940,91,55838,16.3
PATRICK,25,1950,1535,67508,227.38
PATRICK,25,1960,1218,79611,152.99
PATRICK,25,1970,287,77394,37.08
PATRICK,25,1980,69,71182,9.69
PATRICK,25,1990,11,59766,1.84
PATRICK,26,1940,90,40490,22.23
PATRICK,26,1950,1019,47348,215.22
PATRICK,26,1960,949,55032,172.45
PATRICK,26,1970,223,49253,45.28
PATRICK,26,1980,49,45883,10.68
PATRICK,26,1990,9,40689,2.21
PATRICK,27,1940,256,56620,45.21
PATRICK,27,1950,1816,68083,266.73
PATRICK,27,1960,1037,65215,159.01
PATRICK,27,1970,145,55795,25.99
PATRICK,27,1980,49,50352,9.73
PATRICK,28,1930,4,37362,1.07
PATRICK,28,1940,137,43565,31.45
PATRICK,28,1950,1338,51952,257.55
PATRICK,28,1960,822,51069,160.96
PATRICK,28,1970,132,47043,28.06
PATRICK,28,1980,37,42705,8.66
PATRICK,28,1990,5,36311,1.38
PATRICK,29,1930,27,120149,2.25
PATRICK,29,1940,432,118061,36.59
PATRICK,29,1950,2262,136735,165.43
PATRICK,29,1960,1976,132715,148.89
PATRICK,29,1970,611,114792,53.23
PATRICK,29,1980,126,101772,12.38
PATRICK,29,1990,11,87528,1.26
PATRICK,30,1940,137,56386,24.3
PATRICK,30,1950,1131,62049,182.28
PATRICK,30,1960,1063,64006,166.08
PATRICK,30,1970,275,49758,55.27
PATRICK,30,1980,73,51579,14.15
PATRICK,30,1990,23,49107,4.68
PATRICK,31,1940,256,73562,34.8
PATRICK,31,1950,1496,85354,175.27
PATRICK,31,1960,2331,99902,233.33
PATRICK,31,1970,717,99617,71.98
PATRICK,31,1980,129,98130,13.15
PATRICK,31,1990,49,110367,4.44
PATRICK,31,2010,3,133486,0.22
PATRICK,32,1940,38,25262,15.04
PATRICK,32,1950,460,26609,172.87
PATRICK,32,1960,564,19382,290.99
PATRICK,32,1970,105,11659,90.06
PATRICK,32,1980,11,8894,12.37
PATRICK,33,1930,39,101025,3.86
PATRICK,33,1940,1105,128556,85.95
PATRICK,33,1950,4479,151381,295.88
PATRICK,33,1960,3096,150368,205.89
PATRICK,33,1970,604,146682,41.18
PATRICK,33,1980,158,140919,11.21
PATRICK,33,1990,52,133650,3.89
PATRICK,33,2000,6,139687,0.43
PATRICK,34,1940,158,68232,23.16
PATRICK,34,1950,1277,71134,179.52
PATRICK,34,1960,1287,80527,159.82
PATRICK,34,1970,511,79044,64.65
PATRICK,34,1980,106,84667,12.52
PATRICK,34,1990,34,90672,3.75
PATRICK,34,2000,3,100616,0.3
PATRICK,35,1920,3,94366,0.32
PATRICK,35,1930,31,91609,3.38
PATRICK,35,1940,620,102745,60.34
PATRICK,35,1950,2731,118106,231.23
PATRICK,35,1960,2096,120585,173.82
PATRICK,35,1970,392,113979,34.39
PATRICK,35,1980,62,103460,5.99
PATRICK,35,2000,3,108287,0.28
PATRICK,36,1940,121,39575,30.57
PATRICK,36,1950,1034,43115,239.82
PATRICK,36,1960,715,37814,189.08
PATRICK,36,1970,102,28023,36.4
PATRICK,36,1980,3,20375,1.47
PATRICK,37,1940,289,58036,49.8
PATRICK,37,1950,2030,70589,287.58
PATRICK,37,1960,1203,71465,168.33
PATRICK,37,1970,200,66507,30.07
PATRICK,37,1980,35,60753,5.76
PATRICK,38,1930,7,69529,1.01
PATRICK,38,1940,251,89907,27.92
PATRICK,38,1950,1994,100662,198.09
PATRICK,38,1960,2039,120500,169.21
PATRICK,38,1970,597,114278,52.24
PATRICK,38,1980,131,107691,12.16
PATRICK,38,1990,27,103670,2.6
PATRICK,38,2000,9,111169,0.81
PATRICK,39,1940,93,35863,25.93
PATRICK,39,1950,892,38247,233.22
PATRICK,39,1960,615,35759,171.98
PATRICK,39,1970,101,28188,35.83
PATRICK,39,1980,15,23670,6.34
PATRICK,40,1940,83,31715,26.17
PATRICK,40,1950,705,37491,188.05
PATRICK,40,1960,783,34236,228.71
PATRICK,40,1970,188,26933,69.8
PATRICK,40,1980,27,22709,11.89
PATRICK,40,1990,8,19577,4.09
PATRICK,41,1930,3,34483,0.87
PATRICK,41,1940,128,37096,34.51
PATRICK,41,1950,1085,40457,268.19
PATRICK,41,1960,670,36130,185.44
PATRICK,41,1970,114,31709,35.95
PATRICK,41,1980,20,30626,6.53
PATRICK,42,1940,147,103442,14.21
PATRICK,42,1950,1721,116099,148.24
PATRICK,42,1960,2014,117811,170.95
PATRICK,42,1970,629,110661,56.84
PATRICK,42,1980,105,97897,10.73
PATRICK,42,1990,5,82167,0.61
PATRICK,43,1950,139,31396,44.27
PATRICK,43,1960,315,27000,116.67
PATRICK,43,1970,110,18478,59.53
PATRICK,43,1980,18,12758,14.11
PATRICK,44,1920,3,99161,0.3
PATRICK,44,1930,45,96622,4.66
PATRICK,44,1940,721,118912,60.63
PATRICK,44,1950,3610,156831,230.18
PATRICK,44,1960,2382,161592,147.41
PATRICK,44,1970,456,154881,29.44
PATRICK,44,1980,72,139790,5.15
PATRICK,44,1990,3,126829,0.24
PATRICK,44,2000,4,141904,0.28
PATRICK,45,1930,7,45850,1.53
PATRICK,45,1940,325,54841,59.26
PATRICK,45,1950,2041,66444,307.18
PATRICK,45,1960,1133,69784,162.36
PATRICK,45,1970,201,68115,29.51
PATRICK,45,1980,53,63898,8.29
PATRICK,45,1990,8,59872,1.34
PATRICK,45,2000,4,59687,0.67
PATRICK,46,1940,25,20802,12.02
PATRICK,46,1950,428,22098,193.68
PATRICK,46,1960,461,20015,230.33
PATRICK,46,1970,87,14228,61.15
PATRICK,46,1980,3,11130,2.7
PATRICK,47,1940,111,39674,27.98
PATRICK,47,1950,1100,43383,253.56
PATRICK,47,1960,1188,41294,287.69
PATRICK,47,1970,204,33918,60.15
PATRICK,47,1980,31,30422,10.19
PATRICK,47,2000,7,25057,2.79
PATRICK,48,1940,13,12617,10.3
PATRICK,48,1950,91,11308,80.47
PATRICK,48,1960,127,8940,142.06
PATRICK,48,1970,62,6160,100.65
PATRICK,48,1980,11,3221,34.15
PATRICK,49,1930,9,73058,1.23
PATRICK,49,1940,389,90291,43.08
PATRICK,49,1950,2084,111932,186.18
PATRICK,49,1960,1459,117359,124.32
PATRICK,49,1970,329,114643,28.7
PATRICK,49,1980,40,105492,3.79
PATRICK,49,1990,3,87629,0.34
PATRICK,49,2000,4,91150,0.44
PATRICK,50,1930,3,79589,0.38
PATRICK,50,1940,189,81898,23.08
PATRICK,50,1950,1974,97294,202.89
PATRICK,50,1960,1382,82658,167.19
PATRICK,50,1970,187,64681,28.91
PATRICK,50,1980,29,60507,4.79
PATRICK,50,1990,13,48820,2.66
PATRICK,51,1930,5,61692,0.81
PATRICK,51,1940,351,68407,51.31
PATRICK,51,1950,2411,86183,279.75
PATRICK,51,1960,1240,85137,145.65
PATRICK,51,1970,225,87064,25.84
PATRICK,51,1980,57,80778,7.06
PATRICK,51,1990,19,65447,2.9
PATRICK,51,2000,5,61294,0.82
PATRICK,52,1940,73,32092,22.75
PATRICK,52,1950,1055,40255,262.08
PATRICK,52,1960,591,39605,149.22
PATRICK,52,1970,96,28919,33.2
PATRICK,52,1980,14,21620,6.48
PATRICK,53,1940,103,45402,22.69
PATRICK,53,1950,950,49224,193.0
PATRICK,53,1960,812,42682,190.24
PATRICK,53,1970,127,38954,32.6
PATRICK,53,1980,6,31040,1.93
PATRICK,54,1930,6,93039,0.64
PATRICK,54,1940,285,94105,30.29
PATRICK,54,1950,3155,132349,238.38
PATRICK,54,1960,1942,130317,149.02
PATRICK,54,1970,385,107549,35.8
PATRICK,54,1980,100,91460,10.93
PATRICK,54,1990,16,77057,2.08
PATRICK,54,2000,3,71696,0.42
PATRICK,55,1940,69,32025,21.55
PATRICK,55,1950,975,41141,236.99
PATRICK,55,1960,608,35526,171.14
PATRICK,55,1970,83,24075,34.48
PATRICK,55,1980,8,18825,4.25
PATRICK,56,1930,3,90817,0.33
PATRICK,56,1940,297,88179,33.68
PATRICK,56,1950,1870,98347,190.14
PATRICK,56,1960,1430,91777,155.81
PATRICK,56,1970,312,82757,37.7
PATRICK,56,1980,52,73967,7.03
PATRICK,56,1990,6,62213,0.96
PATRICK,57,1940,156,102126,15.28
PATRICK,57,1950,3219,171761,187.41
PATRICK,57,1960,2987,188508,158.45
PATRICK,57,1970,765,147194,51.97
PATRICK,57,1980,184,140179,13.13
PATRICK,57,1990,31,109066,2.84
PATRICK,57,2000,3,94896,0.32
PATRICK,58,1940,82,34918,23.48
PATRICK,58,1950,921,39848,231.13
PATRICK,58,1960,604,36456,165.68
PATRICK,58,1970,103,29958,34.38
PATRICK,58,1980,14,24276,5.77
PATRICK,59,1920,38,317569,1.2
PATRICK,59,1930,170,299159,5.68
PATRICK,59,1940,2275,325253,69.95
PATRICK,59,1950,11276,456418,247.05
PATRICK,59,1960,6594,465942,141.52
PATRICK,59,1970,1279,443472,28.84
PATRICK,59,1980,393,423963,9.27
PATRICK,59,1990,138,352629,3.91
PATRICK,59,2000,28,344470,0.81
PATRICK,59,2010,9,308468,0.29
PATRICK,59,2020,6,77412,0.78
PATRICK,60,1940,369,68018,54.25
PATRICK,60,1950,2332,87592,266.23
PATRICK,60,1960,1335,88732,150.45
PATRICK,60,1970,260,80213,32.41
PATRICK,60,1980,79,78239,10.1
PATRICK,60,1990,15,74646,2.01
PATRICK,61,1940,137,47683,28.73
PATRICK,61,1950,1332,55094,241.77
PATRICK,61,1960,936,50462,185.49
PATRICK,61,1970,123,42042,29.26
PATRICK,61,1980,14,32334,4.33
PATRICK,62,1920,3,212662,0.14
PATRICK,62,1930,27,207288,1.3
PATRICK,62,1940,721,224918,32.06
PATRICK,62,1950,6015,298366,201.6
PATRICK,62,1960,3802,261264,145.52
PATRICK,62,1970,780,218107,35.76
PATRICK,62,1980,207,198003,10.45
PATRICK,62,1990,57,163990,3.48
PATRICK,62,2000,22,154721,1.42
PATRICK,63,1930,3,56078,0.53
PATRICK,63,1940,215,69422,30.97
PATRICK,63,1950,1552,75818,204.7
PATRICK,63,1960,1276,76147,167.57
PATRICK,63,1970,324,72883,44.45
PATRICK,63,1980,79,63354,12.47
PATRICK,63,1990,16,52644,3.04
PATRICK,63,2000,8,53353,1.5
PATRICK,64,1940,138,61390,22.48
PATRICK,64,1950,1213,71050,170.72
PATRICK,64,1960,1509,79175,190.59
PATRICK,64,1970,611,68175,89.62
PATRICK,64,1980,133,63170,21.05
PATRICK,64,1990,24,58962,4.07
PATRICK,64,2000,4,59533,0.67
PATRICK,65,1940,58,27549,21.05
PATRICK,65,1950,635,31928,198.88
PATRICK,65,1960,753,32319,232.99
PATRICK,65,1970,229,24500,93.47
PATRICK,65,1980,33,20198,16.34
PATRICK,66,1940,50,29028,17.22
PATRICK,66,1950,392,30512,128.47
PATRICK,66,1960,516,35415,145.7
PATRICK,66,1970,230,30552,75.28
PATRICK,66,1980,113,32624,34.64
PATRICK,66,1990,32,31662,10.11
PATRICK,66,2000,3,33304,0.9
PATRICK,67,1940,217,98381,22.06
PATRICK,67,1950,2658,138497,191.92
PATRICK,67,1960,2613,146146,178.79
PATRICK,67,1970,611,118481,51.57
PATRICK,67,1980,180,114734,15.69
PATRICK,67,1990,60,113173,5.3
PATRICK,67,2000,13,108430,1.2
PATRICK,68,1940,96,66270,14.49
PATRICK,68,1950,1785,94375,189.14
PATRICK,68,1960,1609,95017,169.34
PATRICK,68,1970,390,81988,47.57
PATRICK,68,1980,117,81467,14.36
PATRICK,68,1990,47,75153,6.25
PATRICK,68,2000,4,68401,0.58
PATRICK,68,2010,3,58341,0.51
PATRICK,69,1930,10,117224,0.85
PATRICK,69,1940,616,153060,40.25
PATRICK,69,1950,4225,178128,237.19
PATRICK,69,1960,3761,217925,172.58
PATRICK,69,1970,1030,217346,47.39
PATRICK,69,1980,263,222370,11.83
PATRICK,69,1990,78,219117,3.56
PATRICK,69,2000,20,224145,0.89
PATRICK,69,2020,3,62903,0.48
PATRICK,70,1940,62,34845,17.79
PATRICK,70,1950,844,39747,212.34
PATRICK,70,1960,622,32733,190.02
PATRICK,70,1970,95,22325,42.55
PATRICK,70,1980,23,15770,14.58
PATRICK,71,1940,123,77171,15.94
PATRICK,71,1950,1933,88584,218.21
PATRICK,71,1960,1654,85897,192.56
PATRICK,71,1970,324,71677,45.2
PATRICK,71,1980,50,58365,8.57
PATRICK,71,1990,3,47768,0.63
PATRICK,72,1940,225,75668,29.74
PATRICK,72,1950,2167,91015,238.09
PATRICK,72,1960,1374,87077,157.79
PATRICK,72,1970,159,74497,21.34
PATRICK,72,1980,12,64474,1.86
PATRICK,72,1990,3,55844,0.54
PATRICK,73,1940,83,38758,21.41
PATRICK,73,1950,897,44883,199.85
PATRICK,73,1960,796,43801,181.73
PATRICK,73,1970,213,39064,54.53
PATRICK,73,1980,49,36924,13.27
PATRICK,74,1940,121,47056,25.71
PATRICK,74,1950,1041,53947,192.97
PATRICK,74,1960,1004,64430,155.83
PATRICK,74,1970,314,63948,49.1
PATRICK,74,1980,77,68462,11.25
PATRICK,74,1990,22,74040,2.97
PATRICK,74,2000,4,74347,0.54
PATRICK,75,1910,3,400417,0.07
PATRICK,75,1920,49,586855,0.83
PATRICK,75,1930,278,565818,4.91
PATRICK,75,1940,7572,641552,118.03
PATRICK,75,1950,27489,871748,315.33
PATRICK,75,1960,13271,842991,157.43
PATRICK,75,1970,1430,358646,39.87
PATRICK,75,1980,478,344414,13.88
PATRICK,75,1990,226,342971,6.59
PATRICK,75,2000,107,343350,3.12
PATRICK,75,2010,39,341175,1.14
PATRICK,76,1930,25,145406,1.72
PATRICK,76,1940,945,157634,59.95
PATRICK,76,1950,5721,208780,274.02
PATRICK,76,1960,2562,210592,121.66
PATRICK,76,1970,379,189723,19.98
PATRICK,76,1980,91,180157,5.05
PATRICK,76,1990,31,153075,2.03
PATRICK,77,1940,388,59756,64.93
PATRICK,77,1950,2291,77665,294.98
PATRICK,77,1960,1302,83529,155.87
PATRICK,77,1970,337,92453,36.45
PATRICK,77,1980,130,97400,13.35
PATRICK,77,1990,35,106487,3.29
PATRICK,77,2000,6,113196,0.53
PATRICK,77,2010,10,102925,0.97
PATRICK,78,1930,29,156128,1.86
PATRICK,78,1940,1553,192212,80.8
PATRICK,78,1950,8527,276279,308.64
PATRICK,78,1960,4957,316915,156.41
PATRICK,78,1970,536,150375,35.64
PATRICK,78,1980,219,155454,14.09
PATRICK,78,1990,75,152984,4.9
PATRICK,78,2000,18,142597,1.26
PATRICK,78,2010,3,128539,0.23
PATRICK,79,1930,3,47841,0.63
PATRICK,79,1940,151,53993,27.97
PATRICK,79,1950,1232,62128,198.3
PATRICK,79,1960,939,57490,163.33
PATRICK,79,1970,121,45392,26.66
PATRICK,79,1980,7,35198,1.99
PATRICK,80,1930,7,67552,1.04
PATRICK,80,1940,397,76863,51.65
PATRICK,80,1950,2063,95773,215.41
PATRICK,80,1960,1187,93004,127.63
PATRICK,80,1970,253,83855,30.17
PATRICK,80,1980,57,76900,7.41
PATRICK,80,1990,9,64192,1.4
PATRICK,80,2000,3,58781,0.51
PATRICK,81,1940,80,42581,18.79
PATRICK,81,1950,782,48363,161.69
PATRICK,81,1960,991,45093,219.77
PATRICK,81,1970,256,38495,66.5
PATRICK,81,1980,47,33187,14.16
PATRICK,81,1990,6,27621,2.17
PATRICK,82,1940,46,25558,18.0
PATRICK,82,1950,518,28319,182.92
PATRICK,82,1960,638,24971,255.5
PATRICK,82,1970,153,18692,81.85
PATRICK,82,1980,19,15273,12.44
PATRICK,83,1930,4,41678,0.96
PATRICK,83,1940,226,53045,42.61
PATRICK,83,1950,1549,61785,250.71
PATRICK,83,1960,1436,74409,192.99
PATRICK,83,1970,421,68376,61.57
PATRICK,83,1980,107,76541,13.98
PATRICK,83,1990,49,77403,6.33
PATRICK,83,2000,4,74906,0.53
PATRICK,84,1940,88,40409,21.78
PATRICK,84,1950,913,46199,197.62
PATRICK,84,1960,1222,60952,200.49
PATRICK,84,1970,371,54031,68.66
PATRICK,84,1980,84,62451,13.45
PATRICK,84,1990,24,63976,3.75
PATRICK,84,2000,9,62998,1.43
PATRICK,85,1940,150,71011,21.12
PATRICK,85,1950,1080,78357,137.83
PATRICK,85,1960,877,63298,138.55
PATRICK,85,1970,156,58707,26.57
PATRICK,85,1980,30,50677,5.92
PATRICK,86,1930,3,43763,0.69
PATRICK,86,1940,195,51962,37.53
PATRICK,86,1950,1387,59821,231.86
PATRICK,86,1960,841,54016,155.69
PATRICK,86,1970,127,47757,26.59
PATRICK,86,1980,16,41916,3.82
PATRICK,87,1940,139,46789,29.71
PATRICK,87,1950,994,47122,210.94
PATRICK,87,1960,853,44170,193.12
PATRICK,87,1970,188,39486,47.61
PATRICK,87,1980,37,34175,10.83
PATRICK,87,2000,3,30102,1.0
PATRICK,88,1930,3,57814,0.52
PATRICK,88,1940,104,62701,16.59
PATRICK,88,1950,1688,78548,214.9
PATRICK,88,1960,1226,70132,174.81
PATRICK,88,1970,263,56609,46.46
PATRICK,88,1980,72,48914,14.72
PATRICK,89,1940,131,37466,34.97
PATRICK,89,1950,1138,43689,260.48
PATRICK,89,1960,689,38787,177.64
PATRICK,89,1970,121,34068,35.52
PATRICK,89,1980,25,30901,8.09
PATRICK,90,1940,25,13658,18.3
PATRICK,90,1950,529,20715,255.37
PATRICK,90,1960,393,22207,176.97
PATRICK,90,1970,80,20029,39.94
PATRICK,90,1980,3,16615,1.81
PATRICK,91,1960,141,14893,94.68
PATRICK,91,1970,373,91326,40.84
PATRICK,91,1980,126,101449,12.42
PATRICK,91,1990,59,114418,5.16
PATRICK,91,2000,24,119834,2.0
PATRICK,91,2010,10,106153,0.94
PATRICK,92,1960,424,49795,85.15
PATRICK,92,1970,865,228138,37.92
PATRICK,92,1980,282,208597,13.52
PATRICK,92,1990,117,210780,5.55
PATRICK,92,2000,57,213008,2.68
PATRICK,92,2010,8,209353,0.38
PATRICK,92,2020,3,55034,0.55
PATRICK,93,1960,303,38002,79.73
PATRICK,93,1970,750,188968,39.69
PATRICK,93,1980,238,179731,13.24
PATRICK,93,1990,125,164927,7.58
PATRICK,93,2000,74,173639,4.26
PATRICK,93,2010,47,163023,2.88
PATRICK,93,2020,5,41428,1.21
PATRICK,94,1960,230,31016,74.16
PATRICK,94,1970,719,163282,44.03
PATRICK,94,1980,293,162231,18.06
PATRICK,94,1990,95,141691,6.7
PATRICK,94,2000,34,133059,2.56
PATRICK,94,2010,15,141081,1.06
PATRICK,95,1960,159,20039,79.35
PATRICK,95,1970,378,103858,36.4
PATRICK,95,1980,179,122640,14.6
PATRICK,95,1990,70,126609,5.53
PATRICK,95,2000,16,137417,1.16
PATRICK,95,2010,6,133740,0.45
PATRICK,971,1940,15,51619,2.91
PATRICK,971,1950,809,75544,107.09
PATRICK,971,1960,1459,89835,162.41
PATRICK,971,1970,588,67547,87.05
PATRICK,971,1980,117,50633,23.11
PATRICK,971,1990,52,46877,11.09
PATRICK,971,2000,11,34265,3.21
PATRICK,972,1940,4,57075,0.7
PATRICK,972,1950,544,84939,64.05
PATRICK,972,1960,1772,90549,195.7
PATRICK,972,1970,648,60687,106.78
PATRICK,972,1980,116,45399,25.55
PATRICK,972,1990,11,41425,2.66
PATRICK,973,1950,41,5558,73.77
PATRICK,973,1960,190,8004,237.38
PATRICK,973,1970,131,9490,138.04
PATRICK,973,1980,95,12202,77.86
PATRICK,973,1990,86,20705,41.54
PATRICK,973,2000,59,22242,26.53
PATRICK,973,2010,16,19007,8.42
PATRICK,974,1940,3,84933,0.35
PATRICK,974,1950,476,124849,38.13
PATRICK,974,1960,1605,147268,108.98
PATRICK,974,1970,820,118128,69.42
PATRICK,974,1980,228,111751,20.4
PATRICK,974,1990,50,111940,4.47
PATRICK,974,2000,19,107732,1.76
PATRICK,974,2010,6,87926,0.68
PAUL,01,1900,426,36551,116.55
PAUL,01,1910,564,31791,177.41
PAUL,01,1920,991,45220,219.15
PAUL,01,1930,751,39519,190.04
PAUL,01,1940,479,46636,102.71
